Sbjct Cd,Catalog Nbr,Class Section Cd,Course Title ,Instructor Name,Start,End,Day,Student
CCSF-SHU,123,1,Contemporary Chinese Political Thought,"Wu,Guanjun",1:45 PM,4:45 PM,T,"8,593"
CCSF-SHU,123,1,Contemporary Chinese Political Thought,"Wu,Guanjun",1:45 PM,4:45 PM,T,"3,725"
CCSF-SHU,123,1,Contemporary Chinese Political Thought,"Wu,Guanjun",1:45 PM,4:45 PM,T,"46,079"
CCSF-SHU,123,1,Contemporary Chinese Political Thought,"Wu,Guanjun",1:45 PM,4:45 PM,T,"207,422"
CCSF-SHU,123,1,Contemporary Chinese Political Thought,"Wu,Guanjun",1:45 PM,4:45 PM,T,50
CCSF-SHU,123,1,Contemporary Chinese Political Thought,"Wu,Guanjun",1:45 PM,4:45 PM,T,"5,969,436"
CCSF-SHU,123,1,Contemporary Chinese Political Thought,"Wu,Guanjun",1:45 PM,4:45 PM,T,993
CCSF-SHU,123,1,Contemporary Chinese Political Thought,"Wu,Guanjun",1:45 PM,4:45 PM,T,"3,035"
CCSF-SHU,123,1,Contemporary Chinese Political Thought,"Wu,Guanjun",1:45 PM,4:45 PM,T,943
CCSF-SHU,123,1,Contemporary Chinese Political Thought,"Wu,Guanjun",1:45 PM,4:45 PM,T,"2,698,659"
CCSF-SHU,123,1,Contemporary Chinese Political Thought,"Wu,Guanjun",1:45 PM,4:45 PM,T,"3,723,654"
CCSF-SHU,123,1,Contemporary Chinese Political Thought,"Wu,Guanjun",1:45 PM,4:45 PM,T,"7,097,648"
CCSF-SHU,123,1,Contemporary Chinese Political Thought,"Wu,Guanjun",1:45 PM,4:45 PM,T,"6,789,763"
CCSF-SHU,123,1,Contemporary Chinese Political Thought,"Wu,Guanjun",1:45 PM,4:45 PM,T,"234,353"
CCSF-SHU,123,1,Contemporary Chinese Political Thought,"Wu,Guanjun",1:45 PM,4:45 PM,T,"569,968"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"9,988"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"5,697,308"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"5,253,404"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"9,945,573"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"2,295,875"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"3,856,687"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"95,658"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"8,484"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"650,720"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"6,826,830"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"6,972,098"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"848,829"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"44,673"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,923
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"3,362"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,649
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,89
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"3,352"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,478
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"5,092,274"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"807,276"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"9,430,746"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"568,080"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"6,254,488"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"5,387"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"353,055"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,66
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"9,037,640"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"64,947"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"2,967,030"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"6,984"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"32,834"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,333
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,576
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"5,333,942"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"9,460,472"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"8,288,225"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"9,655,684"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"569,968"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"6,850,598"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"253,888"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,729
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"83,340"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"7,576,056"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"668,355"
CENG-SHU,202,1,Computer Architecture,"Mellies,Paul-Andre",11:15 AM,12:30 PM,TR,"68,055"
CHEM-SHU,126,1,Foundations of Chemistry II,"He,Xiao",9:45 AM,11:00 AM,MW,"32,509"
CHEM-SHU,126,1,Foundations of Chemistry II,"He,Xiao",9:45 AM,11:00 AM,MW,"8,260,607"
CHEM-SHU,126,1,Foundations of Chemistry II,"He,Xiao",9:45 AM,11:00 AM,MW,"6,535"
CHEM-SHU,126,1,Foundations of Chemistry II,"He,Xiao",9:45 AM,11:00 AM,MW,"758,820"
CHEM-SHU,126,1,Foundations of Chemistry II,"He,Xiao",9:45 AM,11:00 AM,MW,"9,975,304"
CHEM-SHU,126,1,Foundations of Chemistry II,"He,Xiao",9:45 AM,11:00 AM,MW,"8,403"
CHEM-SHU,126,1,Foundations of Chemistry II,"He,Xiao",9:45 AM,11:00 AM,MW,"67,844"
CHEM-SHU,126,1,Foundations of Chemistry II,"He,Xiao",9:45 AM,11:00 AM,MW,"2,407,953"
CHEM-SHU,126,1,Foundations of Chemistry II,"He,Xiao",9:45 AM,11:00 AM,MW,"294,630"
CHEM-SHU,126,1,Foundations of Chemistry II,"He,Xiao",9:45 AM,11:00 AM,MW,"3,265"
CHEM-SHU,126,1,Foundations of Chemistry II,"He,Xiao",9:45 AM,11:00 AM,MW,726
CHEM-SHU,126,1,Foundations of Chemistry II,"He,Xiao",9:45 AM,11:00 AM,MW,"4,262"
CHEM-SHU,126,1,Foundations of Chemistry II,"He,Xiao",9:45 AM,11:00 AM,MW,"3,659,277"
CHEM-SHU,126,1,Foundations of Chemistry II,"He,Xiao",9:45 AM,11:00 AM,MW,950
CHEM-SHU,126,1,Foundations of Chemistry II,"He,Xiao",9:45 AM,11:00 AM,MW,"3,462"
CHEM-SHU,126,1,Foundations of Chemistry II,"He,Xiao",9:45 AM,11:00 AM,MW,"8,525,903"
CHEM-SHU,126,1,Foundations of Chemistry II,"He,Xiao",9:45 AM,11:00 AM,MW,"6,492"
CHEM-SHU,126,1,Foundations of Chemistry II,"He,Xiao",9:45 AM,11:00 AM,MW,"8,679,256"
CHEM-SHU,126,1,Foundations of Chemistry II,"He,Xiao",9:45 AM,11:00 AM,MW,"2,048,798"
CHEM-SHU,127,1,Fos Chemistry Laboratory,"Zhang,Lu",1:15 PM,5:15 PM,R,"32,509"
CHEM-SHU,127,1,Fos Chemistry Laboratory,"Zhang,Lu",1:15 PM,5:15 PM,R,"8,260,607"
CHEM-SHU,127,1,Fos Chemistry Laboratory,"Zhang,Lu",1:15 PM,5:15 PM,R,"6,535"
CHEM-SHU,127,1,Fos Chemistry Laboratory,"Zhang,Lu",1:15 PM,5:15 PM,R,"758,820"
CHEM-SHU,127,1,Fos Chemistry Laboratory,"Zhang,Lu",1:15 PM,5:15 PM,R,"8,403"
CHEM-SHU,127,1,Fos Chemistry Laboratory,"Zhang,Lu",1:15 PM,5:15 PM,R,"2,407,953"
CHEM-SHU,127,1,Fos Chemistry Laboratory,"Zhang,Lu",1:15 PM,5:15 PM,R,"3,923,284"
CHEM-SHU,127,1,Fos Chemistry Laboratory,"Zhang,Lu",1:15 PM,5:15 PM,R,"294,630"
CHEM-SHU,127,1,Fos Chemistry Laboratory,"Zhang,Lu",1:15 PM,5:15 PM,R,"3,265"
CHEM-SHU,127,1,Fos Chemistry Laboratory,"Zhang,Lu",1:15 PM,5:15 PM,R,"4,262"
CHEM-SHU,127,1,Fos Chemistry Laboratory,"Zhang,Lu",1:15 PM,5:15 PM,R,"3,659,277"
CHEM-SHU,127,1,Fos Chemistry Laboratory,"Zhang,Lu",1:15 PM,5:15 PM,R,950
CHEM-SHU,127,1,Fos Chemistry Laboratory,"Zhang,Lu",1:15 PM,5:15 PM,R,"3,462"
CHEM-SHU,127,1,Fos Chemistry Laboratory,"Zhang,Lu",1:15 PM,5:15 PM,R,"8,525,903"
CHEM-SHU,127,1,Fos Chemistry Laboratory,"Zhang,Lu",1:15 PM,5:15 PM,R,"6,492"
CHEM-SHU,127,1,Fos Chemistry Laboratory,"Zhang,Lu",1:15 PM,5:15 PM,R,"8,679,256"
CHEM-SHU,127,1,Fos Chemistry Laboratory,"Zhang,Lu",1:15 PM,5:15 PM,R,"2,048,798"
CHEM-SHU,226,1,Organic Chemistry II,"Vellucci,Danielle",9:45 AM,11:00 AM,TR,240
CHEM-SHU,226,1,Organic Chemistry II,"Vellucci,Danielle",9:45 AM,11:00 AM,TR,"6,664,057"
CHEM-SHU,226,1,Organic Chemistry II,"Vellucci,Danielle",9:45 AM,11:00 AM,TR,"9,408"
CHEM-SHU,226,1,Organic Chemistry II,"Vellucci,Danielle",9:45 AM,11:00 AM,TR,660
CHEM-SHU,226,1,Organic Chemistry II,"Vellucci,Danielle",9:45 AM,11:00 AM,TR,533
CHEM-SHU,226,1,Organic Chemistry II,"Vellucci,Danielle",9:45 AM,11:00 AM,TR,"3,035"
CHEM-SHU,226,1,Organic Chemistry II,"Vellucci,Danielle",9:45 AM,11:00 AM,TR,32
CHEM-SHU,752,1,Computational Chemistry,"Glover,William James",9:45 AM,11:00 AM,TR,"5,726"
CHEM-SHU,752,1,Computational Chemistry,"Glover,William James",9:45 AM,11:00 AM,TR,982
CHEM-SHU,752,1,Computational Chemistry,"Glover,William James",9:45 AM,11:00 AM,TR,"4,436,677"
CHEM-SHU,752,1,Computational Chemistry,"Glover,William James",9:45 AM,11:00 AM,TR,"699,875"
CHEM-SHU,882,1,Biochemistry II,"Li,Xiaotao",1:30 PM,4:30 PM,M,"5,726"
CHEM-SHU,882,1,Biochemistry II,"Li,Xiaotao",1:30 PM,4:30 PM,M,685
CHEM-SHU, 226L,1,Organic Chemistry II Lab,"Zhang,Lu",1:15 PM,5:15 PM,M,240
CHEM-SHU, 226L,1,Organic Chemistry II Lab,"Zhang,Lu",1:15 PM,5:15 PM,M,"6,664,057"
CHEM-SHU, 226L,1,Organic Chemistry II Lab,"Zhang,Lu",1:15 PM,5:15 PM,M,"9,408"
CHEM-SHU, 226L,1,Organic Chemistry II Lab,"Zhang,Lu",1:15 PM,5:15 PM,M,660
CHEM-SHU, 226L,1,Organic Chemistry II Lab,"Zhang,Lu",1:15 PM,5:15 PM,M,533
CHEM-SHU, 226L,1,Organic Chemistry II Lab,"Zhang,Lu",1:15 PM,5:15 PM,M,32
CHIN-SHU,101,1,Elementary Chinese I,"Wang,Jingjing",8:15 AM,9:30 AM,MTWR,"4,389,867"
CHIN-SHU,101,1,Elementary Chinese I,"Wang,Jingjing",8:15 AM,9:30 AM,MTWR,"25,530"
CHIN-SHU,101,1,Elementary Chinese I,"Wang,Jingjing",8:15 AM,9:30 AM,MTWR,"309,440"
CHIN-SHU,101,1,Elementary Chinese I,"Wang,Jingjing",8:15 AM,9:30 AM,MTWR,"4,877,239"
CHIN-SHU,101,1,Elementary Chinese I,"Wang,Jingjing",8:15 AM,9:30 AM,MTWR,"5,969,436"
CHIN-SHU,101,1,Elementary Chinese I,"Wang,Jingjing",8:15 AM,9:30 AM,MTWR,"487,530"
CHIN-SHU,101,2,Elementary Chinese I,"Lu,Hui-Ching",11:15 AM,12:30 PM,MTWR,"34,611"
CHIN-SHU,101,2,Elementary Chinese I,"Lu,Hui-Ching",11:15 AM,12:30 PM,MTWR,"820,644"
CHIN-SHU,101,2,Elementary Chinese I,"Lu,Hui-Ching",11:15 AM,12:30 PM,MTWR,"58,469"
CHIN-SHU,101,2,Elementary Chinese I,"Lu,Hui-Ching",11:15 AM,12:30 PM,MTWR,207
CHIN-SHU,101,2,Elementary Chinese I,"Lu,Hui-Ching",11:15 AM,12:30 PM,MTWR,"4,969,926"
CHIN-SHU,101,2,Elementary Chinese I,"Lu,Hui-Ching",11:15 AM,12:30 PM,MTWR,453
CHIN-SHU,101,2,Elementary Chinese I,"Lu,Hui-Ching",11:15 AM,12:30 PM,MTWR,"2,660,903"
CHIN-SHU,101,2,Elementary Chinese I,"Lu,Hui-Ching",11:15 AM,12:30 PM,MTWR,904
CHIN-SHU,101,2,Elementary Chinese I,"Lu,Hui-Ching",11:15 AM,12:30 PM,MTWR,"626,554"
CHIN-SHU,101,2,Elementary Chinese I,"Lu,Hui-Ching",11:15 AM,12:30 PM,MTWR,"66,562"
CHIN-SHU,101,2,Elementary Chinese I,"Lu,Hui-Ching",11:15 AM,12:30 PM,MTWR,"3,449,260"
CHIN-SHU,101,2,Elementary Chinese I,"Lu,Hui-Ching",11:15 AM,12:30 PM,MTWR,"664,454"
CHIN-SHU,101,2,Elementary Chinese I,"Lu,Hui-Ching",11:15 AM,12:30 PM,MTWR,"3,035"
CHIN-SHU,102,1,Elementary Chinese II,"Liu,Qian",8:15 AM,9:30 AM,MTWR,579
CHIN-SHU,102,1,Elementary Chinese II,"Liu,Qian",8:15 AM,9:30 AM,MTWR,"8,993,044"
CHIN-SHU,102,1,Elementary Chinese II,"Liu,Qian",8:15 AM,9:30 AM,MTWR,7
CHIN-SHU,102,1,Elementary Chinese II,"Liu,Qian",8:15 AM,9:30 AM,MTWR,"7,469"
CHIN-SHU,102,1,Elementary Chinese II,"Liu,Qian",8:15 AM,9:30 AM,MTWR,"9,644,423"
CHIN-SHU,102,1,Elementary Chinese II,"Liu,Qian",8:15 AM,9:30 AM,MTWR,732
CHIN-SHU,102,1,Elementary Chinese II,"Liu,Qian",8:15 AM,9:30 AM,MTWR,96
CHIN-SHU,102,3,Elementary Chinese II,"Chai,Jing",9:45 AM,11:00 AM,MTWR,"370,983"
CHIN-SHU,102,3,Elementary Chinese II,"Chai,Jing",9:45 AM,11:00 AM,MTWR,"60,627"
CHIN-SHU,102,3,Elementary Chinese II,"Chai,Jing",9:45 AM,11:00 AM,MTWR,"29,576"
CHIN-SHU,102,3,Elementary Chinese II,"Chai,Jing",9:45 AM,11:00 AM,MTWR,"5,064,676"
CHIN-SHU,102,3,Elementary Chinese II,"Chai,Jing",9:45 AM,11:00 AM,MTWR,"3,942"
CHIN-SHU,102,3,Elementary Chinese II,"Chai,Jing",9:45 AM,11:00 AM,MTWR,"9,797,302"
CHIN-SHU,102,3,Elementary Chinese II,"Chai,Jing",9:45 AM,11:00 AM,MTWR,"3,440"
CHIN-SHU,102,3,Elementary Chinese II,"Chai,Jing",9:45 AM,11:00 AM,MTWR,"6,490,290"
CHIN-SHU,102,3,Elementary Chinese II,"Chai,Jing",9:45 AM,11:00 AM,MTWR,"2,733,983"
CHIN-SHU,102,3,Elementary Chinese II,"Chai,Jing",9:45 AM,11:00 AM,MTWR,"27,526"
CHIN-SHU,102,3,Elementary Chinese II,"Chai,Jing",9:45 AM,11:00 AM,MTWR,"5,068,476"
CHIN-SHU,102,3,Elementary Chinese II,"Chai,Jing",9:45 AM,11:00 AM,MTWR,"2,925,520"
CHIN-SHU,102,3,Elementary Chinese II,"Chai,Jing",9:45 AM,11:00 AM,MTWR,"6,459,290"
CHIN-SHU,102,3,Elementary Chinese II,"Chai,Jing",9:45 AM,11:00 AM,MTWR,"8,959,326"
CHIN-SHU,102,4,Elementary Chinese II,"Lu,Ye",9:45 AM,11:00 AM,MTWR,"496,020"
CHIN-SHU,102,4,Elementary Chinese II,"Lu,Ye",9:45 AM,11:00 AM,MTWR,85
CHIN-SHU,102,4,Elementary Chinese II,"Lu,Ye",9:45 AM,11:00 AM,MTWR,972
CHIN-SHU,102,4,Elementary Chinese II,"Lu,Ye",9:45 AM,11:00 AM,MTWR,"5,603,504"
CHIN-SHU,102,4,Elementary Chinese II,"Lu,Ye",9:45 AM,11:00 AM,MTWR,"2,204"
CHIN-SHU,102,4,Elementary Chinese II,"Lu,Ye",9:45 AM,11:00 AM,MTWR,"7,347,353"
CHIN-SHU,102,4,Elementary Chinese II,"Lu,Ye",9:45 AM,11:00 AM,MTWR,"7,402,735"
CHIN-SHU,102,4,Elementary Chinese II,"Lu,Ye",9:45 AM,11:00 AM,MTWR,"3,027,977"
CHIN-SHU,102,4,Elementary Chinese II,"Lu,Ye",9:45 AM,11:00 AM,MTWR,"573,520"
CHIN-SHU,102,4,Elementary Chinese II,"Lu,Ye",9:45 AM,11:00 AM,MTWR,"88,693"
CHIN-SHU,102,4,Elementary Chinese II,"Lu,Ye",9:45 AM,11:00 AM,MTWR,"3,072"
CHIN-SHU,102,4,Elementary Chinese II,"Lu,Ye",9:45 AM,11:00 AM,MTWR,"46,872"
CHIN-SHU,102,4,Elementary Chinese II,"Lu,Ye",9:45 AM,11:00 AM,MTWR,34
CHIN-SHU,102,5,Elementary Chinese II,"Huang,Xiaoyue",11:15 AM,12:30 PM,MTWR,"2,988"
CHIN-SHU,102,5,Elementary Chinese II,"Huang,Xiaoyue",11:15 AM,12:30 PM,MTWR,"32,509"
CHIN-SHU,102,5,Elementary Chinese II,"Huang,Xiaoyue",11:15 AM,12:30 PM,MTWR,"5,942"
CHIN-SHU,102,5,Elementary Chinese II,"Huang,Xiaoyue",11:15 AM,12:30 PM,MTWR,"8,746,405"
CHIN-SHU,102,5,Elementary Chinese II,"Huang,Xiaoyue",11:15 AM,12:30 PM,MTWR,"6,847,560"
CHIN-SHU,102,5,Elementary Chinese II,"Huang,Xiaoyue",11:15 AM,12:30 PM,MTWR,"974,550"
CHIN-SHU,102,5,Elementary Chinese II,"Huang,Xiaoyue",11:15 AM,12:30 PM,MTWR,"2,454"
CHIN-SHU,102,5,Elementary Chinese II,"Huang,Xiaoyue",11:15 AM,12:30 PM,MTWR,"9,773"
CHIN-SHU,102,5,Elementary Chinese II,"Huang,Xiaoyue",11:15 AM,12:30 PM,MTWR,"5,854,463"
CHIN-SHU,102,5,Elementary Chinese II,"Huang,Xiaoyue",11:15 AM,12:30 PM,MTWR,"809,896"
CHIN-SHU,102,5,Elementary Chinese II,"Huang,Xiaoyue",11:15 AM,12:30 PM,MTWR,"8,007,235"
CHIN-SHU,102,5,Elementary Chinese II,"Huang,Xiaoyue",11:15 AM,12:30 PM,MTWR,"4,764"
CHIN-SHU,102,5,Elementary Chinese II,"Huang,Xiaoyue",11:15 AM,12:30 PM,MTWR,"63,593"
CHIN-SHU,102,5,Elementary Chinese II,"Huang,Xiaoyue",11:15 AM,12:30 PM,MTWR,"54,944"
CHIN-SHU,102,6,Elementary Chinese II,"Zhou,Meng",11:15 AM,12:30 PM,MTWR,"623,569"
CHIN-SHU,102,6,Elementary Chinese II,"Zhou,Meng",11:15 AM,12:30 PM,MTWR,"2,786,804"
CHIN-SHU,102,6,Elementary Chinese II,"Zhou,Meng",11:15 AM,12:30 PM,MTWR,"8,543,726"
CHIN-SHU,102,6,Elementary Chinese II,"Zhou,Meng",11:15 AM,12:30 PM,MTWR,"7,576,743"
CHIN-SHU,102,6,Elementary Chinese II,"Zhou,Meng",11:15 AM,12:30 PM,MTWR,727
CHIN-SHU,102,6,Elementary Chinese II,"Zhou,Meng",11:15 AM,12:30 PM,MTWR,"60,839"
CHIN-SHU,102,6,Elementary Chinese II,"Zhou,Meng",11:15 AM,12:30 PM,MTWR,"39,968"
CHIN-SHU,102,6,Elementary Chinese II,"Zhou,Meng",11:15 AM,12:30 PM,MTWR,"7,666,673"
CHIN-SHU,102,6,Elementary Chinese II,"Zhou,Meng",11:15 AM,12:30 PM,MTWR,"7,766,795"
CHIN-SHU,102,6,Elementary Chinese II,"Zhou,Meng",11:15 AM,12:30 PM,MTWR,"62,883"
CHIN-SHU,102,6,Elementary Chinese II,"Zhou,Meng",11:15 AM,12:30 PM,MTWR,535
CHIN-SHU,102,6,Elementary Chinese II,"Zhou,Meng",11:15 AM,12:30 PM,MTWR,"3,693,556"
CHIN-SHU,102,6,Elementary Chinese II,"Zhou,Meng",11:15 AM,12:30 PM,MTWR,"9,454,260"
CHIN-SHU,102,6,Elementary Chinese II,"Zhou,Meng",11:15 AM,12:30 PM,MTWR,"33,547"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:15 PM,2:30 PM,MW,"39,957"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:45 PM,3:00 PM,TR,"39,957"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:15 PM,2:30 PM,MW,"22,624"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:45 PM,3:00 PM,TR,"22,624"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:15 PM,2:30 PM,MW,"2,447"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:45 PM,3:00 PM,TR,"2,447"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:15 PM,2:30 PM,MW,"263,454"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:45 PM,3:00 PM,TR,"263,454"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:15 PM,2:30 PM,MW,"72,777"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:45 PM,3:00 PM,TR,"72,777"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:15 PM,2:30 PM,MW,"9,884"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:45 PM,3:00 PM,TR,"9,884"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:15 PM,2:30 PM,MW,"2,464,675"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:45 PM,3:00 PM,TR,"2,464,675"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:15 PM,2:30 PM,MW,"2,843,679"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:45 PM,3:00 PM,TR,"2,843,679"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:15 PM,2:30 PM,MW,"7,996,057"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:45 PM,3:00 PM,TR,"7,996,057"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:15 PM,2:30 PM,MW,"8,237,806"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:45 PM,3:00 PM,TR,"8,237,806"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:15 PM,2:30 PM,MW,"5,837,052"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:45 PM,3:00 PM,TR,"5,837,052"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:15 PM,2:30 PM,MW,"7,492,373"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:45 PM,3:00 PM,TR,"7,492,373"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:15 PM,2:30 PM,MW,294
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:45 PM,3:00 PM,TR,294
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:15 PM,2:30 PM,MW,"6,887"
CHIN-SHU,102,7,Elementary Chinese II,"Huang,Xiaoyue",1:45 PM,3:00 PM,TR,"6,887"
CHIN-SHU,102,8,Elementary Chinese II,"Liu,FeiFei",2:45 PM,4:00 PM,MW,"9,265,832"
CHIN-SHU,102,8,Elementary Chinese II,"Liu,FeiFei",3:15 PM,4:30 PM,TR,"9,265,832"
CHIN-SHU,102,8,Elementary Chinese II,"Liu,FeiFei",2:45 PM,4:00 PM,MW,"76,275"
CHIN-SHU,102,8,Elementary Chinese II,"Liu,FeiFei",3:15 PM,4:30 PM,TR,"76,275"
CHIN-SHU,102,8,Elementary Chinese II,"Liu,FeiFei",2:45 PM,4:00 PM,MW,"86,025"
CHIN-SHU,102,8,Elementary Chinese II,"Liu,FeiFei",3:15 PM,4:30 PM,TR,"86,025"
CHIN-SHU,102,8,Elementary Chinese II,"Liu,FeiFei",2:45 PM,4:00 PM,MW,"70,733"
CHIN-SHU,102,8,Elementary Chinese II,"Liu,FeiFei",3:15 PM,4:30 PM,TR,"70,733"
CHIN-SHU,102,8,Elementary Chinese II,"Liu,FeiFei",2:45 PM,4:00 PM,MW,"3,580"
CHIN-SHU,102,8,Elementary Chinese II,"Liu,FeiFei",3:15 PM,4:30 PM,TR,"3,580"
CHIN-SHU,102,8,Elementary Chinese II,"Liu,FeiFei",2:45 PM,4:00 PM,MW,"9,207,097"
CHIN-SHU,102,8,Elementary Chinese II,"Liu,FeiFei",3:15 PM,4:30 PM,TR,"9,207,097"
CHIN-SHU,102,8,Elementary Chinese II,"Liu,FeiFei",2:45 PM,4:00 PM,MW,"7,900,673"
CHIN-SHU,102,8,Elementary Chinese II,"Liu,FeiFei",3:15 PM,4:30 PM,TR,"7,900,673"
